bathrooms,description,price per accommodates,price,bedrooms,longitude,price per bedroom,neighbourhood,bed_type,accommodates,url,latitude,room_type
,"Great little studio - a short walk down to the mall and close to all the fun of 14th Street and Dupont Circle. There is a full size bed and a couch that folds into a full size bed as well. It's got a great kitchen (lots of appliances for such a little place since I love to cook) and an oversized bath. It has a table that seat four, wifi and basic cable - all the comforts of home since it is my home most of the time! There is 24 hour front desk attendant. It's about a 10 minute walk to the nearest metro (red @ Farragut North or orange/ blue @ McPherson) and the circulator stops 5 minutes at 14th and P. 14th street has tons of restaurants and bars as does Dupont, which is a 10 minute walk.I live here and love my space, so I hope that others can enjoy it as well while I'm away! (This means I only rent it out while I'm away, which means I may not have very flexible dates or a lot of availability - PLEASE no inquiries more than 2 months in advance; I won't be able to respond)",26.0,78,1,-77.03397057400066,78.0,502,Real Bed,3,https://www.airbnb.co.uk/rooms/875447,38.90617162155356,Entire home/flat
,"Modern yet cozy one bedroom in an ideal location. Eat in or go out. Well appointed kitchen with copper pots and pans, Wustof knifes and gas range. Walk just two blocks to Whole Foods to pick-up groceries or walk to one of the many farmers markets in the area -- 14th and U on Saturdays (April-November) or Dupont on Sundays (year round). Alternatively, take a break from cooking and walk to any one of DC's top restaurants, several of which grace the 14th street corridor. You'll also be walking distance to many of the sites and sounds of DC. Walk to the National Mall, White House or Chinatown (home of the Verizon Center) all within 20 minutes. Or take a quick stroll to U Street where you can hear live jazz seven nights a week. If walking's not your thing, just hop on the Circulator bus just two blocks away or grab a taxi on the corner. For destinations further afield, hop on any of DC's five metro lines, all within a 10-15 minute walk each.Clean towels and bedding are provided, as well as basic toiletries and kitchen condiments. The bedroom features a queen size bed and a queen size air mattress is available for the living room.*We are currently accepting reservations only through the end of October.*",21.333333333333332,64,1,-77.02906430950942,64.0,502,Real Bed,3,https://www.airbnb.co.uk/rooms/248964,38.90928857331116,Entire home/flat
,"My apt-studio is located in a fantastic neighborhood, right across the Meridian Park in 15th St. One block from the bus station (S1, S2, S4, S9-Downtown), 2 blocks from the circulator (cheaper bus to downtown) and a 10 min. walk to the Columbia Heights metro station as well as U St. metro station. I am kind of in a triangle. 2 blocks from Adams Morgan, 5 to U street and 5 to Columbia Heights.It is walking distance to the U st corridor and literally everything is at hand (Target, Best Buy, Bus Boys an Poets, post office, banks, safeway, Harris Teeter, yoga classes, restaurants and bars.The apartment is very well distributed and super comfortable. It has a very big walking closet space, a separate kitchen, a separate space for dinning room and a comfortable bathroom (with a large bathtub).The people at the building are really nice and it is calm. There is a garden and patio for the use of everyone and a bicycle room. There is also a box to send letters via post office conveniently located in the first floor. The apartment has many windows and LOTS of light. There are 4 washer and dryer machines always available in the first floor. There are no problems at all with any kind of weird creatures (insects and such). There is an elevator and the building only has 4 floors.I am in the yellow/green line and it takes me directly to the airport in 25 minutes. The Zip car parking lot is just few steps away the door, in case you are a member or are considering to become one.I really enjoy my place, and therefore I want to rent it to people that will take care of it.Many Thanks!!",34.0,68,1,-77.035164,68.0,867,Real Bed,2,https://www.airbnb.co.uk/rooms/512086,38.922802,Entire home/flat
,"Sleep on a soft, comfy couch or futon in a nice apartment on Capitol Hill, just a few blocks from all the wonders of DC! 1 block from Metro, 1 block from historic Eastern Market, 5 blocks to the Capitol. Easy walk to all these plus the Library of Congress, National Mall, museums, etc. Also 1 block away from all the restaurants and bars on Barracks Row, which also has a great grocery store. We are happy to give recommendations! Three nice professional roommates will host you! One journalist, one human rights organizer and one backstage crew member at the Washington National Opera . There's a dresser for you to keep your clothes in. We'll provide fresh sheets, a comforter and a clean towel for your stay. Feel free to use our well-stocked kitchen for anything from a cup of tea to a 3-course meal. For coffee addicts, we have a french press and an Italian espresso maker. Lots of natural light and nice hardwood floors. Quiet street but so close to all the action.",14.0,42,2,-76.99786380473877,21.0,898,Futon,3,https://www.airbnb.co.uk/rooms/729114,38.88310838616651,Shared room
,"The one bedroom, one bath fully furnished apartment in the lovely Glover Park area of Washington DC. In the bedroom you will find queen bed with comfortable pillows and fresh high-end linens. The full bathroom has a shower/bath and soft towels. The spacious living room has a large LCD flat screen tv&dvd, comfy couch (it is not a pull out, but very comfortable for one person to sleep on), desk, and a chaise. -Hardwood floors -All cooking supplies provided. -Towels and linens provided -Amazing rooftop views from the top floor of the building-Wireless InternetCentrally located three blocks from the National Cathedral, two blocks from Whole Foods, and a 20-minute walk to Georgetown. Ideal for sightseeing! Conveniently located on the bus route that takes you straight to the White House, museums, and the National Mall.",23.666666666666668,71,1,-77.07381076493658,71.0,1015,Real Bed,3,https://www.airbnb.co.uk/rooms/790714,38.92427834632936,Entire home/flat
,"Beautiful, contemporary, 2-bedroom, 2-bath, 1350 sq ft. condo right in the middle of Adams Morgan. Short walking distance to Woodley Park or Dupont Metro stops on the Red Line; or U Street stop on the Green/Yellow line.Condo is fully furnished, with a 42'' Flat screen HDTV, cable/HBO, internet (WiFi), 2 full baths, jacuzzi, wood-burning fireplace, skylights, and a new kitchen. View of the Washington Monument in the fall/winter/spring months. Condo also features a large living space combining dining room, kitchen area, living room, and entry way into one spectacular space accentuated by 12-13ft ceilings and 12 windows! Please email me for more information/pictures. The standard rate is $250/night (for minimum of 4 nights), but if you're traveling alone or in a couple, I may give you a discount on the nightly rate. The weekly rates start at $1650, depending on the number of people visiting.Please note that certain restrictions may apply.",40.5,162,2,-77.0417922179467,81.0,1026,Real Bed,4,https://www.airbnb.co.uk/rooms/181078,38.92095696273385,Entire home/flat
,"Enjoy one of the loveliest, safest, most convenient, and vibrant neighborhoods in Washington. Perfectly convenient location for business trip or vacation: enjoy the city without ever having to worry about driving or parking.This newly renovated apartment is 3 blocks from U St metro as well as restaurants, shops and bars. Private kitchen with 2 burner gas stove, microwave, fridge, wireless internet, Cable TV, private bathroom, W/D. Private entrance and the apartment is completely separate from the main house.And bike share hub is two blocks away for easy touring of the capitol area.I'm happy to answer any questions you might have and will be more than happy to recommend restaurants, cafes and other must-sees and must-eats that are nearby.Street parking is easily available anytime except Friday and Saturday nights when it gets a little busy.INCLUDED: - Meet and greet (someone to give you the keys and show you the apartment) - A full size bed (all bedding included) - Fully equipped kitchen (including fridge, freezer, French press coffee maker, tea pot, plates, silverware, etc.) - Full size desk - Bathroom with shower (all towels included) - Iron and ironing board - Cleaning equipment- Separate AC/Heating system- WiFi internet- Cable TV- DVD playerNote that there is great night life in D.C. but please reserve any partying for outside the apartment.",26.0,52,1,-77.02992647919885,52.0,867,Real Bed,2,https://www.airbnb.co.uk/rooms/1020108,38.92153755616913,Private room
,"Fantastic, clean and secure dwelling in the lovely neighborhood of Bloomingdale, DC!AREA: Located in a beautiful residential neighborhood within 1 mile (or less!) walking distance to Metro (red, green, yellow), bars, clubs, live entertainment, restaurants, trails, shopping, coffee shops, gyms, churches, public pool, entertainment, Whole Foods, Catholic U, Howard U, bike share, Farmers Market (May-September) and 2 miles walking distance to the Capitol and Union Station. Free on-street parking is available.HOW THIS WORKS: When owner is present, full size air mattress comfortably sleeps two, and some sort of light veg-friendly breakfast snack/juice/tea will be made available. In other words, place is shared. When owner is away, bedroom becomes available as well, meaning entire apartment can be rented for up to four guests, and some kind of light veg-friendly breakfast snack/juice/tea will be made available. Calendar should make it pretty clear, but feel free to contact me with your travel details and I can also let you know what is possible during that timeframe.FEATURES: laundry, A/C, loads of music and movies, WiFi, shower/bath, jukebox, cool neighbors, a piano, sweet kitchen, more... NOTE: There is one cat who will always remain here, and who keeps to herself, but you must be nice and not allergic. If you are renting the entire place, minor cat care duties might be included.",16.25,65,1,-77.0132938738517,65.0,1097,Real Bed,4,https://www.airbnb.co.uk/rooms/1055289,38.91868680376045,Entire home/flat
,"Our beautiful, newly renovated 1 bedroom English basement apartment is located on Capitol Hill along the trendy H St corridor! Our row-house is steps from great restaurants and live music venues, 1 block from Giant grocery store, and 2.5 blocks from Union Station metro. Bus stop is on the corner. Easy biking and/or jogging distance to Smithsonian Museums and National Mall.The fully-furnished 1 bedroom unit includes:* 1 bedroom apartment with spacious open floor plan* private entrance with keyless entry* new hardwood floors throughout* sunroom for reading, relaxing and lounging* living room with exposed brick* eat-in kitchen bar with granite counter-tops* stainless steel appliances, microwave & Keurig Coffeemaker* built-in wine cooler and wine rack* kitchen essentials include utensils, dishes and cookware * full-size washer/dryer in unit* flat screen TV with cable* Queen-sized bed with high-quality mattress & linens* full bath with jacuzzi tub, walk-in tiled shower & fireplace * bedroom door leads to a patio and large rooftop deck* outdoor grill and fire pit available for your use The Location/Neighborhood: Voted by Forbes Magazine as one of the 10 top trendiest neighborhoods in the U.S., the H Street corridor boasts theater performances, live music venues, eclectic bars (indoor golf, video game machines, etc.) and a wide variety of top-rated restaurants.",35.5,71,1,-76.9986049544307,71.0,1090,Real Bed,2,https://www.airbnb.co.uk/rooms/1281015,38.90034196601336,Entire home/flat
,"Furnished studio apartment with a cushioned Queen size bed, fully stocked kitchen and bathroom. Includes TV, WiFi and utilities. Coin operated laundry on same floor. 3 blocks from Capitol, US Senate and near Union Station (Red Line)Rate includes 14.5% DC tax.Tax is discounted if stay is over 90 days.",48.0,96,1,-77.00093281923427,96.0,898,Real Bed,2,https://www.airbnb.co.uk/rooms/207173,38.89386726682421,Entire home/flat
,"This exquisitely furnished house is a one-minute walk to the U.S. Senate and Supreme Court while the Library of Congress is just five minutes away. The Metro at Union Station is a six minute walk across the Capitol grounds. The National Gallery and Smithsonian Museums are a short morning walk past the Capitol and down Constitution Avenue. The house is set up high off the street and completely detached (no shared walls). There are three bedrooms--one is a huge double Master BR with full bath-- there are three FULL baths in all. The second bedroom is also a full bath. The third bedroom has a very comfortable Murphy bed and a full shower/bath in the hallway. There is also an office, classic living room with fireplace, dining room, and a brand new (2011) Gourmet Kitchen with granite countertops and island for socializing with the cook. There is a front patio for wine and watching senators walking home from work. There is a second Italian-style rear patio for private outdoor dinners on a summer night. Classic high ceilings and lots of light make this one of the loveliest homes on Capitol Hill. The six-minute walk to Union Station (Metro, NYC trains) takes you to many restaurants, bars, cafes and shops. There is also a corner grocery, a first-class wine store, the best bagel shop in DC, and several very nice restaurants within about a two-minute walk from the house. All this on the quietest 1-way street closest to the U.S. Capitol.SAFETY- Because it is right beside the Capitol grounds, this is an extremely safe neighborhood, an enclave to many Senators, Congressmen, and Congresswomen. It is patrolled 24/7 by the Capitol Police and a Capitol Hill Police car is parked daily at the corner. Stanton Park, which has an enclosed childrens' playground and is very child friendly, is one minute's walk away",27.0,162,3,-77.001884,54.0,898,Real Bed,6,https://www.airbnb.co.uk/rooms/1144756,38.893188,Entire home/flat
,"This is a new listing and is priced lower in order to get some reviews. Beautiful one bedroom apartment in Takoma Park (DC side). Only 2 blocks from the Takoma Park Metro station, this beautifully furnished apartment is on a quiet street and comes fully equipped with everything you will need.There is a queen sized real bed with lots of soft sheets, fresh pillows, and light blankets and quilts to ensure that you sleep well. The bathroom has lots of fluffy towels, soaps,and shampoo's. The large eat in kitchen is fully equipped. There is a guest breakfast of coffee, cereal, rice or almond milk, tea, and sometimes there are snack bars and homemade banana bread!The metro is only 2 blocks away and is on the red line which will take you directly into downtown DC. 15 minutes to Union station and a couple more stops to Dupont Circle. If you are driving it's only 10 minutes to Adams Morgans night life. and there is a short walk to downtown Takoma Park were you will find lots of quaint restaurants, shops, and even a farmers market on Sunday morning. There is plenty of on street parking and if you have a bike there is storage in the back of the house.I'm available via email to reserved guests to answer any questions prior to their visit. When guests arrive I will meet and greet and show you where everything you might need can be found. I can also give you input about the local area if you would like.Then I will give you a key to come and go as you please although I am available by email or phone if you have any questions and I will be just around the corner as well. I will do my best to be flexible for check in and check out times convenient for you.The unit is available for short term stays only right now. No smoking and No Pets Please.Please contact me if you have any other questions. We would like to have our guests do one of the following before staying with us: Link your AirBnB profile to an approved major Social network; verify your phone number; or complete your AirBnb profile. Thanks !",29.0,58,1,-77.01889416792616,58.0,1051,Real Bed,2,https://www.airbnb.co.uk/rooms/1260256,38.97684660141797,Entire home/flat
,"The living space in this apartment is huge! The living room spans the front of the apartment, has a view of the Capitol and is the perfect space to host friends for a dinner party. In a pinch, out us also easily transformed to sleep another person on the fold-down couch or on an air mattress. The apartment is one of four units in a recently renovated old brick townhouse, and so the building itself adds a unique character. I will get you started with keys, in addition to any information you need regarding your stay in the District. My roommate and I have one of two bedrooms available. The first is a street-side bedroom with lots of natural light. It is slightly smaller than our fire escape facing bedroom, which has a desk as well. Street side is $90/night and Escape side is $110/night. Weekend nights are $130/night, regardless of the room you choose. Occasionally the whole apartment is available! When I'm out of town, Browse the calendar for dates where the whole apartment is available. While the apartment has ample space and comfort, the most special place about the apartment is its proximity to a historic part of DC that often hours overlooked when visitors make plans to explore DC. The apartment sits literally three blocks from 8th street in Eastern Market, with great restaurants and night life. The Marine Corps barracks at 8th and I street is the oldest base in the United States and hosts a free concert of the Marine Corps band every Friday night. During the day you can enjoy a huge craft fair and farmer's market, too!The neighborhood is safe and friendly. The apartment itself is next to a park, police station and library, and people in the neighborhood are warm and friendly. Eastern Market metro on the orange line or navy yard metro on the green line are the most convenient stops. The apartment also has ample street parking.",19.333333333333332,58,1,-76.99938227531027,58.0,898,Real Bed,3,https://www.airbnb.co.uk/rooms/1507440,38.88323142114318,Private room
,"Brand new everything! This bright, clean apartment located in a historic Capitol Hill row-home sits on a quiet block in one of the most desirable zip codes of DC. It is 12 blocks to the Capitol and 2 blocks from the bars, restaurants, and shops on trendy H Street.With two bedrooms, a bathroom, a large open living/dining/kitchen space, exposed brick, full glass doors and modern fixtures the apartment lives large in the heart of the city. There is a queen bed in one of the rooms and a double/full bed in the second. Both rooms have closets and plenty of space for clothes and belongings. The kitchen includes a fridge/freezer, dishwasher, stove, microwave, coffee maker and plenty of cabinet space.Outside the entrance is a secure enclosure in case you want to keep a stroller or bike there. The small front garden is also available for your use.We love our city and are happy to provide you with any information you need, but if you prefer a quiet stay you don't have to see us at all!A pack-n-play, umbrella stroller and highchair can be provided (free!) if you are traveling with an infant.",24.0,96,2,-76.98712749523831,48.0,898,Real Bed,4,https://www.airbnb.co.uk/rooms/1631697,38.8941110690989,Entire home/flat
,"Welcome to our cozy, historic Tudor home. We have 2400 square feet with private space for four guests in two bedrooms on the second floor. Our house is located on a quiet, tree-lined street in the very safe, convenient and international neighborhood of Cleveland Park North. We are a ten minute walk to both the Van Ness and Tenleytown Metro stations and just 4-6 stops to downtown, the World Bank, IMF, National Mall, Monuments, Smithsonian museums etc. Also within walking distance are American University, UDC, the Georgetown bus, numerous shops, bars, sidewalk cafes, grocery stores, theaters, libraries, playgrounds, tennis courts, gyms, beauty salons & spas, 25+ embassies, National Cathedral, National Zoo and Rock Creek Park with 32+ miles of hiking & biking trails, picnic areas and horseback riding.We have two bright, spacious and comfortable guest rooms on the second floor, each with a full bath, queen bed, closet, dresser, desk and WIFI. The master suite also has satellite TV. The only other room on the floor is a home office i.e. no one sleeps upstairs except for guests. Sheets and towels are provided.The larger room (master suite with 250 square feet, TV and attached bath) is $120 per night for one or two people. If more space is needed up to two additional guests can be accommodated in the second bedroom for $90 per night (220 square feet with access to a hall bath). In order to ensure the privacy and comfort of our guests, the second bedroom is only available when booked in conjunction with the master suite. If you are interested in staying with us, please drop us a note with the total number of people in your party and let us know if you would like to reserve one or two bedrooms so that we may provide you with an accurate quote. Shared space includes the first floor with covered front porch, charming living room with custom wood burning fireplace, satellite TV and stereo system, dining room with seating for six, and French country kitchen leading to a lovely, secluded back yard with gas barbeque and two separate stone and brick patios for dining and relaxing. Continental breakfast is provided i.e. bagels, juice, coffee etc. Street parking in front of the house is plentiful and available from 6:30 PM to 9:00 AM, and on week-ends without a permit. If you will need parking outside of these times, please give us at least a week's advance notice so that we will have time to secure a temporary permit for you. In order to do this, we will need your full name and address, model and make of your car, state and license plate number.We're a couple in our 50's (ex Peace Corps types) who can't get enough of travel and adventure! Sheri has lived in Africa, Europe and Latin America, and works in public education. Lot was born in Chile, worked in Africa, and is an executive with a national non-profit where he manages community development programs. We live in the house with our two friendly golden retrievers, Hopie and Mina (have our own suite in the basement). Our interests include hiking with our pups, getting together with family and friends, exploring other cultures, cooking, golfing, snorkeling, gardening, drinking wine and riding horses. One of us also loves football, the other, not so much!",19.5,78,2,-77.071732,39.0,1006,Real Bed,4,https://www.airbnb.co.uk/rooms/828497,38.942905,Private room
,"This listing is for a 2 bedroom 2 bath typical DC row house located on historic Capitol Hill. We are close to the freeways if you are driving to DC and less than a 7 minute walk from the Potomac Ave Metro if you flew in. Guests can walk to the capitol, monuments and museums on the national mall. The house is 2 blocks from a Safeway grocery store and less than 10 minutes to a Harris Teeter grocery store..We are near lots of bars and restaurants on Pennsylvania Ave, Barracks row, Eastern Market and H St/The Atlas District. There are 2 bedrooms upstairs, with one bathroom upstairs and one downstairs. There is a living room, and dining room/galley kitchen on the ground floor with a back deck area with a gas BBQ/Grill. We do not have cable TV, but we do have wireless high speed internet. There are queen beds in both bedrooms and a full size futon bed (super comfortable with one of those memory foam mattress toppers) in the living room that can be pulled out.The house sleeps 6 comfortably.We are a professional couple working in the district, we are more than happy to give advice and help you get your bearings.",16.166666666666668,97,2,-76.98166860217854,48.5,1084,Real Bed,6,https://www.airbnb.co.uk/rooms/784609,38.88343838713123,Entire home/flat
,"The best neighborhood in DC! 1 block from Metro buses, short walk to Friendship Heights (redline) Metro train station, eateries and shopping everywhere - but the house is tucked into a wonderful, quiet neighborhood. Spacious 1300 square foot private apartment with a private entrance. . . not a typical basement apartment! This studio apartment is the entire ground floor of this historic home. The oldest house in Chevy Chase, DC - built in the 1890's.* Quiet, well-established and safe neighborhood* Kitchenette equipped with kitchen table all glasses/dishes and utensils* Microwave oven, toaster oven, Keurig and Krups coffee makers - stocked with coffee and stuff, double hot plate with pots/pans* Small-sized refrigerator, upright freezer access* Washer/dryer for exclusive use (detergents included)* Beautiful tile floor throughout* Window treatments for privacy* Bedroom full sized bed (w/set of linens) & arm chair (both from the Historic Watergate Hotel), Iron and Ironing board in the full closet* Antique dresser and mirror* Full living room suite (with a queen sofa bed for guests)*One and 1/2 bath with tiled shower (includes towels, hair dryer and soaps)* Home office area including a cabinet corner desk, chair, desktop computer, printer and free wireless access* Living Room has 60 inch flat screen TV w/ FIOS cable* Convenient walk to shopping, Metro (Friendship Heights), Metro bus, banks - EVERYTHING!* Beautiful piano (rare Kindergarten size, tuned and ready to play) and several other stringed instruments available for fun* Patio, gas grill, fire pit, picnic area w/ 7 person hot tub avail (w/notice) in privacy fenced-in back yard* Will offer private parking spot for additional $20 per day. (Zone 3 sticker req’d for street parking.)Enjoy the restaurants, post office, shopping, market, all within a couple blocksLooking for quiet, non-smoker(s), no pets",24.25,97,1,-77.07766621250674,97.0,1029,Real Bed,4,https://www.airbnb.co.uk/rooms/992311,38.964791321461455,Entire home/flat
,"*** Available for 2-3 week sublet during the period of Aug 10 - Sep 1. At least 2 weeks of stay are required. Shorter periods will not be considered. Price negotiable ***Spacious (730 sq.feet) 1 bedroom apartment in the very heart of downtown.Great location:- Located in the center of Dupont Circle, Logan Circle and Golden Triangle neighborhoods.- 4 blocks from White House, few blocks to Dupont Metro (red line) or McPherson Sq Metro (orange/blue lines).- Few blocks away from Whole Foods grocery store (located on 15 and P str NW, very convenient!), CVS, great restaurants and neighborhoods.Apartment:- Bedroom has queen-size bed, living room has twin bed and a futon. - Kitchen in the living room, equipped with all utilities and stacked with coffee, tea and snacks for you!- Free wi-fi, central heating/AC, laundry on the floor- Street parking available within 1/2 distance on almost every street and is unlimited during weekends- I do not have a TV, but you can watch it in the lobby :). I will provide you with guides and maps though!Keys pick-up and misc:- Keys will be available for you at the reception desk of the building.- I will also provide you with internet password, laundry instructions, maps etc, and you can call me during your stay with any questions. - Pets are allowed. I do not have any of my own though.On street parking is plentiful in the neighborhood within a 1/2 block of the Carriage House Common areas:- Business Center/Printer/Copier/Fax - on ground floor- Gym facilities - on the 2nd floor- Small groceries store - on ground level- Rooftop with chairs/tables to relax- Concierge Service - 24/7- Laundry Facility - on the 6th floor- Package Service - through concierge- On-site management and securityPlease contact me if you have any other questions.Please consider doing one of the following before booking this place: Link your AirBnB profile to an approved major Social network; verify your phone number; or complete your AirBnb profile. Thanks!***Calendar for this property is usually updated 2 weeks in advance.***",22.666666666666668,68,1,-77.035164,68.0,502,Real Bed,3,https://www.airbnb.co.uk/rooms/342208,38.906479,Entire home/flat
,"A 550+ sq.ft studio apartment in safe, fun, secure building. Apartment has hardwood floors, full kitchen and bathroom, queen-size bed + futon, and internet. The apartment is very neat, clean and has everything required for a very comfortable stay in Washington.The apartment is centrally located in Logan Circle by the hottest restaurants, bars, shops, and of course a whole foods market (one block). A 5 minute walk to Dupont Circle and 8 minute walk to McPherson Square (orange/blue lines) or Dupont Circle Metro (Red line) stops. You are within walking distance to everything -- white house (1 mile), national mall (2 miles), chinatown (1.5 miles), Dupont circle (5 blocks), U street (8 blocks), etc. Also, within one block from a 24/7 CVS. The cross street is 15th and Rhode Island Street NW. You will literally be in the heart of all the action in this city -- but don't worry the apartment itself is very quiet! And if you visit during the spring/summer time, there is a lovely rooftop pool for you to enjoy! The pool is generally open from May through September.The building is friendly and neighborly. Lots of young professionals -- lawyers, government folk and the like, it is DC after all!I do not have cable but I do have Wifi and a Roku box that provides access to Netflix Instant and Hulu Plus. Please feel free to contact me with any questions, I'm happy to work something out or answer questions!",23.666666666666668,71,1,-77.0347482892791,71.0,502,Real Bed,3,https://www.airbnb.co.uk/rooms/248402,38.90921704340991,Entire home/flat
,"Spacious 1 bedroom condo in the heart of DC. Very safe neighborhood and quiet condo building. The building is about 5 blocks/10 minute walk from Dupont Circle metro. It is right off of Connecticut Avenue, so you are close to everything, but away from all of the noise. 10 minute walk to all of the nightlife of U Street and Adams Morgan. Or, if you need a cab, they come down Connecticut constantly. There is some street parking in the neighborhood - there are two hour parking limits in effect Monday - Friday.Condo has bedroom, bathroom, full kitchen, 4 person dining room set, and huge patio. The building has a rooftop patio with a view of the whole city.Rental comes with...*Queen sized bed*42"" TV with DVD player*Wifi*Clean linens*Clean towels*Shampoo and conditioner*Hairdryer",29.0,58,1,-77.04875368103947,58.0,1022,Real Bed,2,https://www.airbnb.co.uk/rooms/1030484,38.915529547613886,Entire home/flat
,"Be prepared to get work done without having to leave the house, in the middle of Washington, DC. Incredibly fast internet speeds, brief minutes to your home office, convention or corporate meeting location, and nestled in the neighborhood described as ""lively by day, docile by night.""When your ready, rest like a pro, because you are not sleeping on any ordinary ""pull-out couch,"" you are resting on an award-winning Tempurpedic American Leather Comfort Sleeper bed. Forget the springs, just a solid bed experience that you could purchase retail at just under $4,000.Check the executive amenities at the bottom of this description!QUICK LOCATION & METRO INFOClosest Metro: 2 Green/Yellow Shaw/Howard stop. 2 minute walking distance.To Convention Center: 1 metro stop or 15 minute walking distance.To Red Line - Chinatown: 3 metro stopsTo Blue/Orange Line: 4 metro stopsWE ACCEPT FULL PROFILES ONLY - VERIFICATIONS GIVEN HIGHEST CONSIDERATION Please note that we won't approve your booking unless you complete and verify your profile. We apologize in advance, but this has been proven time and time again to result in a great match and great stay.DESCRIPTION Private and quiet upstairs rear bedroom and shared bathroom in beautiful four bedroom four bathroom home in downtown DC. It is part of a big house experience, not a condo, which is a great at-home-feeling experience. Common areas are shared with easygoing professional roommates, and one adult dog.The bedroom is clean with hardwood floors, a queen sized award-winning Tempurpedic American Leather Comfort Sleeper bed with egyptian cotton sheets, widescreen high definition television equipped with clear terrestrial network digital television (but not cable or DirecTV), Netflix, and new matching wood furniture. The bed is an awesome sleep. Plenty of spaces to store your things and spread out, including an armoire for hanging clothes.The room can be as dark or as light as you desire, an optimal sleeping space. The ambient light is ample throughout the house, and the room is very well-lighted and has a window.The shared bathroom is clean and compact with tile floors and a shower. Everything is designed for simple, solid and effective living while you stay here.PLEASE NOTE: Tempurpedic beds can produce a warm sleep experience due to the memory foam design. Our inaugural guest reported heat discomfort. We solved the problem by installing a bed cover designed to dissipate heat. Our current guest reports a very comfortable sleep. Please factor this into your decision.Downstairs common area is awesome with a huge great room floor-plan, large kitchen with brand new appliances. Freshen up your wardrobe with our steam setting on the washer dryer. There are desks downstairs to stretch out and work. If you wish to invite more workmates over just ask. If it is a structured work meeting, we may need to request a supplementary fee, but if its a buddy or two, please have them over as complimentary guests.The location is superb: one block from Shaw Howard metro, ten minutes or less walk to Convention Center, Logan Circle, Bloomingdale, U Street corridor food, and music clubs (including the 9:30 Club) and plenty of nightlife. Dunkin Donuts is a block away, 7Eleven a couple in the other direction, one of the best thai places, chinese take out and middle eastern fare all within a block walk from the house.** price includes single occupancy. There is a $15 extra per night for an additional person.For security reasons I'll need to copy your IDPlease complete your profile prior to booking and tell me a little about your planned stay; it helps me to know who I am speaking with and encourages a successful lodging match. If I don't know your situation I probably won't accept your booking. This is to ensure the safety of the current residents, hope you understand our interests. Thanks in advance.EXECUTIVE AMENITIES (complimentary, some by request) Presentation screen and Epson WVGA projector on-siteBusiness-class data speeds of over 50mbps9x4 whiteboard wall with markersExtend your MacBook with in-room Cinema screen, keyboard and mouseBluetooth Polycom conference systemGet wrinkle-free with access to LG Steam washer/dryer system",28.0,56,1,-77.01856239051443,56.0,853,Pull-out Sofa,2,https://www.airbnb.co.uk/rooms/902573,38.912595069436776,Private room
,"Come stay in our gorgeous 2 bedroom, 1 bath, 1050 sq ft Columbia Heights rowhouse. The first bedroom has a queen size bed with a door leading out to your own back porch and back yard. The second bedroom is equipped with a full futon, desk, dresser, and fireplace. The apartment has its own private car garage as well as ample street parking and is right across from Girard St. Park and Meridian Hill Park. The bedroom, kitchen, and living spaces are fully furnished, and feature an Apple TV, Wifi, Netflix, and HBO GO, all available for your use during your time at the apartment.When you're not staying at our place, you will find us - a frequently-traveling couple and their corgi living in this diverse neighborhood in DC. Upon arrival, you will find a full print out of information on the neighborhood and our favorite places in DC. If you stay here, you will walk out the door into some of the most fun, accessible, and vibrant parts of DC. The metro is three blocks away, a bike-share 1.5 blocks, and the 16th/14th street bus lines run on either side of the apartment. Target, Marshalls, and the Columbia Heights complex are two blocks north in case you forget anything, but towels and bathroom items are provided during your stay. We'd love to meet you and enhance your time in DC, so please let us know if you are interested in coming into our home!",24.25,97,2,-77.03500820874497,48.5,867,Real Bed,4,https://www.airbnb.co.uk/rooms/1574643,38.924669805793556,Entire home/flat
