bed_type,bathrooms,description,latitude,price,bedrooms,room_type,longitude
Real Bed,1,"2 bedroom/1 bath corner unit, luxury apartment located in the beautiful, renovated Archbold condo building in Glover Park.Original hardwood floors in living area and bedroom; tile in the bathroom. GE Profile stainless steel appliances, including: microwave, gas range & oven, fridge with water dispenser, and dishwasher Granite countertopsPlenty of storage with multiple large closets (bedroom closet, walk-in hallway closet, coat closet) Washer/Dryer in unit Internet and TV includedSecure, excellently maintained building features large lobby with separate mail area; elevator; trash room and trash chute; bike room; party room with kitchen, large sitting room, and bathroom; storage and parking for rentIdeal location within walking distance to Georgetown University, American University, Whole Foods, multiple Starbucks, Bank of America, Washington Sports Club, restaurants (French, Indian, Thai, Italian, Japanese), trails, parks and community gardenOn D1 (Union Station), D2 (Dupont Circle), and N8 (AU, Tenley Town, Van Ness) bus lines; quick walk to additional bus routes available on Wisconsin Avenue",38.924918199262066,130,2,Entire home/flat,-77.07925956650918
Real Bed,1,"Come enjoy Inauguration weekend while staying in a lovely, quite, private, bright and recently renovated carriage house on Capitol Hill. Enjoy your own private space, with a comfy queen bed in the upstairs bedroom, and an option for a queen air mattress (that owners will provide) in the downstairs living area. There is a bathroom with a large custom tiled shower. There is a small kitchenette as well, containing a mini-fridge, sink, microwave, coffee maker, toaster and if desired, a hot plate for cooking.Walk to Inauguration or take the metro - just 2 blocks to the Potomac Ave. metro station. Also an easy walk to Eastern Market and all of the nearby restaurants, shops and cafes.",38.88376659575743,327,1,Entire home/flat,-76.98280562740388
Real Bed,1,"Cool and comfortable one bedroom apartment in a central location in DC. Walking distance to the White house, the Mall and most touristic attractions. A great price for such an amazing location!You would have the whole apartment for yourselves.I usually rent the place during the weekends when I'm away.",38.906842360468254,84,1,Entire home/flat,-77.0291702590713
Real Bed,1,"Architect /Owner promotes peaceful slumbering w serene BR decor, art and color scheme. Queen bed, mattress topper, clg fan, large closet, desk, recessed lighting, artwork, sunny room 16 x 16. No TV in BR. WiFi available. Share bath w 1 or 2 other adults. Walk to Whole Foods, Safeway.Very popular neighborhood w many great restaurants, shops and art galleries.Parking pass available if needed, inquire.Kitchen privledges for all guests.",38.91469816524371,75,1,Private room,-77.0273888238069
Real Bed,2,"Gorgeous, newly renovated and furnished, chic 2 bedroom, 2 bathroom private unit with parking space on a quiet, tree-lined street in the best neighborhood of D.C. The space also includes a fully stocked chef's kitchen with a gas range, fireplace, central A/C, and washer/dryer. This unit is part of a historic 1880's brownstone, centrally located at the crossroads of three of D.C.'s most historic neighborhoods, Dupont Circle, U Street, and Adams Morgan. It is within walking distance to D.C. attractions and located .5 miles from the Dupont Circle Metro Station (Red Line) and .6 miles from U St/African-American Civil War Memorial/Cardozo Metro Station (Green and Yellow Lines). The unit is located within a one-minute walk to all of the best restaurants in the Dupont Circle, Adams Morgan, 17th Street, and U Street areas. I live on the top floor unit of the building and am always available to assist in any way. Welcome to our beautiful capital city!",38.916458,196,2,Entire home/flat,-77.040573
Real Bed,,Come experience DC's night life in the heart of the U Street NW Neighborhood. We have two open bedrooms at our lovely house. The house is yours for three nights January 18th- 21st for $500 USD per person total.,38.92085861926969,98,2,Private room,-77.0297953790867
Futon,1,Situated in the heart of chinatown @ Mass Court Apartments. Close to the Judiciary Square and Chinatown Metro stations!Looking for either one or two people to fill in the room. Comes with a full floor since it's a loft. The other person in the apartment is a male in his mid 20's!1Br / 1 Full BA. Let me know if you have anymore questions!,38.89926812718152,98,1,Private room,-77.01413816403497
Pull-out Sofa,1,"Come share a great, comfortable condo. The condo is a 2-bedroom, 1 bath with large shower and great dining and living space. (Note: Apt is on the second floor, so renter will need to be able to walk up one set of stairs.) The Bedroom: - Soft, queen size bed - Great natural light - Large closet - Iron and ironing board available Other amenities include: - Free wi-fi- Spacious living room and dining room in unit- HD TV in living room- Four blocks from Metro station - Two blocks from major bus routes - Walking distance to U Street bars and restaurants- Four blocks from restaurants, Target, gym (Washington Sports Club), a large park About Me- 34 years old, professional- Work full-time",38.92606295895966,52,1,Private room,-77.0359719424847
Real Bed,1,"This apartment in inside of a lavish apartment complex; pool, bbq grills, courtyard,fire place neAr pool with flatscreens, movie theater, pool table, shuffle board, metro shuttle service, 24 hour concierge, and remote entry. Just minutes from the Red Line Metro, Union Station, and dozens of shops, restaurants and cafes. This apartment in Washington, D.C. make being anywhere you want as easy as 1-2-3. With a location that offers access to public transportation options, getting from place to place is a snap. Add the convenience of nearby entertainment, dining options and shopping destinations, and it’s clear that our apartment rentals in Washington, DC put you in the middle of a vibrant urban setting. 15 minute walk to union station. 20 minute walk to White House. 4 minute metro ride to gallery place china town.",38.91206550979742,88,1,Entire home/flat,-77.00337411628303
Real Bed,,"Hello, my name is Seveer and I live in a quiet neighborhood near Capital Hill and the new H Street corridor. I am minutes from Union Station, Gallaudet University and downtown DC. I am looking for house guests to share my upscale 3 story, 3 bedroom townhome in NE DC. I have two spaces available. The first is a fully furnished, carpeted bedroom available with a queen size bed including a an attached den which includes a new 20” flat screen TV, ceiling fan, dresser, desk and a wardrobe closet, with a shared bathroom. The second is a newly remodeled basement, with hardwood floors, full hide-a-way bed, 42"" flat screen TV, fireplace, washer & dryer, (un-stocked) bar, private bath, and both include DirectTV, stereo and wireless internet access.My home has central air & heat and a new stainless steel kitchen. The front and back yards are fully gated and plenty of free street parking is available. I live near several colleges, with Metro access right out my front door for several bus lines or a fifteen to twenty minute walk to three different Red Metro Stations. I live five minutes from the Maryland line, ten minutes from the Virginia line and minutes from several major shopping areas and the interstate. Please send me a message if you have any questions. Seveer",38.905144,65,2,Private room,-76.985237
Real Bed,1,"the Apartment:The apartment is 120 sq. feet, has separate bedroom, living room, dining room, kitchen and bathroom . There is a balcony overlooking Glover park .The neighborhood:The apartment is located in North Georgetown in a neighborhood called Glover Park which is also part of embassy row. This is a high-end, very safe neighborhood rich with parks, biking/hiking trails, shopping, and tourist destinations. From here you can walk to the National Cathedral (5 min), Georgetown (30 min), the National Zoo (20 min), 10+ embassies, Whole Foods/CVS/Starbucks, restaurants and Night Life (5 minutes).public transportation There are Major bus lines on Wisconsin Avenue and Massachusetts Avenue directly in front of the building entrance and the Woodley Park Metro station is a beautiful 20 min walk. Taxi cabs from this location to anywhere downtown DC is around $10.",38.930477564736265,78,1,Entire home/flat,-77.07911429253673
Real Bed,2,Private bedroom and bathroom in a 2 bedroom apartment. New building. Close to metro and several restaurants. Bikeshare station downstairs. Less than 2 miles to the capital.,38.91967895001896,78,1,Private room,-77.00030505069539
Real Bed,1,"House Amenities- Cable with Broadband High speed Internet and Utilities included- Complete kitchen with dishwasher- All linens and furnishings- Lockable Cabinet with key- Remote control fan and lights- All utilities included, no added fees- Safe neighborhood- Grocery Store and Restaurants in walking Distance- Georgia Ave Petworth Metro - 6 Blocks- Library - 2 Blocks- Farmers Market - 2 Blocks",38.9450757364161,45,1,Private room,-77.02585847611448
Airbed,1,"My flat has been receiving so many inquiries/requests during the week for people attending conferences and wanting to sublet, I created this shared option; ""guest bed."" It is an aerobed in the living room. I can appreciate that this has a no frills sound but a few people have stayed here and I am happy to say, I am proud of my reviews. Also I am really enjoying all the interesting people! I am guessing those of you that are attending a conference or just popping into DC for the quick trip, will appreciate this option, if your priority is location! While it is a bright space( read the reviews), I have picked up sleep masks and have bought a curtain that can be placed over the back door, to lessen the bright natural light.You will have access to the entire flat, still able to utilize the great location, just not the privacy of a separate space. Also given my schedule, it is possible you may end up with the apartment all to yourself.(as mentioned in Michael's review below)My previous sub-letters describe my flat as ""sanctuary,"" which is how I intended it to feel. There is no tv or wifi, but there is a Starbucks and 2 other places within a block so you can get online. Having the opportunity to decompress and unwind is the goal here. It is quiet and comfortable with great textures, colors and a mix of contemporary and vintage. This flat is in a secure building on a one way, tree lined street. Laundry facilities are located downstairs. It has hardwood floors, exposed brick in LR and bedroom, a great patio, lots of windows and natural light, AC, fully equipped but small kitchen w/ DW and the bathroom with a shower! It is quiet here, as the apartment is located at the back of the building. Fresh linens, towels as well as shampoo and soap are always provided. The shower is really great; awesome pressure and lots of hot water. There is also a humidifier, if you like. You will not find paper products; like paper towels and napkins, as I do not like to contribute negatively to the environment. There are plenty of cotton & linen napkins & dish towels. There are glasses, in bathroom for you and reusable shopping bags. Also should you need them; a hairdryer, 2 umbrellas, an IPod/JBL speaker for you to listen to your music, as well as a Bosch-Tassimo individual Coffee/Cappuccino maker. Additionally I have a yoga mat, you are welcome to use & take to class as well. There are 3 studios within 2 blocks. A daily Washington Post can be obtained at the end of block or you can pop over a block, to Starbucks, CVS & Safeway, as each carry Post & NY Times. Conveniently there are 3 drycleaners, within a block. A Farmers Market on Sat., at the end of the block, in warmer months. A Whole Foods is a 10 min Circulator ride. Just a block up, from the center of Adams Morgan I am in close proximity to some of DC's best restaurants/bars; Mintwood, Café Napoleon, Soho(Southern Hospitality), Bourbon and Cashion's. You can ride metro, walk, rent a bike(Capital Bike Share), arrange for a car(Uber) or walk to corner and choose a bus or grab a cab, to easily get to any part of the city from here. Walk to the zoo and all great tourist attractions! Garage off street parking is available 24hr 2 blks away and on street parking is available here with my Parking Permit . (small additional fee of $10 a day)Central to 4 BUSES : The 90 bus which goes over to Capital Hill/Eastern Market. The 96 bus which goes to Tenleytown/AU. The 42 bus which goes all through Dupont, Downtown, and over to Chinatown and Metro Center, Macy's and The White House! The Circulator is great, for heading to Mt. Pleasant, Columbia Heights, Logan Area, 14th and U St Corridors, and u can take it the other way to Woodley Park or alternately head downtown to McPhearson Sq! Finally the L2 which goes downtown via Connecticut Ave and uptown, past the Zoo & all the way to Chevy Chase! For METRO, you can walk to Columbia Heights (yellow/green lines) or the Woodley Park Metro (red), YOU CAN TAKE CIRCULATOR TO ALL of the aforementioned metros, and to the McPhearson Sq Metro (orange/blue line)",38.92363921104532,49,1,Shared room,-77.04379136054517
Real Bed,1,"Lovely master bedroom available in the Columbia Heights area, minutes from the capitol. The bedroom is one in a 5 bed, 2 bath townhouse 10 minutes from the Columbia Heights metro station. The bedroom is in on the second floor in the front of the house looking out to the street. It comes furnished with a full sized bed, a love seat, 6 drawer dresser. You will have access to the full bath on the second floor as well access to the kitchen and the living room on the first floor.",38.92614416444436,78,1,Private room,-77.02900320331197
Real Bed,1,"Spacious Studio Apartment in vibrant DC Neighborhood.Full kitchen with breakfast nook.Sunny living area with couches and Apple TV.Full size bed, full bathroom. Coin-operated washer and dryer in building.Neighborhood is Columbia Heights, 5 minute walk to metro, minutes form a variety of busses downtown and all over. Bars, restaurants, grocery stores all within walking distance.Walking distance to Rock Creek Park - trails and beautiful scenery.",38.93409002890373,157,1,Entire home/flat,-77.03355617385492
Real Bed,20,"""Honey House,"" 1910 Capitol Hill townhouse (3 blocks from Union Station Metro) with great neighborhood restaurants, a grocery store and an easy walk to the Capitol. The master bedroom has a queen bed/private bath/wifi. Shared dining room/make your own breakfast and reading/tv living room.Honey House on the Hill has been a joy filled oasis in a quiet neighborhood...right in our Nation's bustling capital city with easy access to all that our great city offers.A kitchen sign suggests a welcoming atmosphere at Honey House:""BED AND BREAKFAST...YOU MAKE BOTH.""Let's keep up the brisk pace of our lives and also enjoy each day. We thoroughly enjoy sharing with guests at Honey House on the Hill, where our Bichon Frise...""Laptop"" is happy to see the arrival of old friends and new.",38.89837917535276,88,1,Private room,-77.00188394868488
Real Bed,1,"Furnished Master Bedroom Suite in Gorgeous Historic Dupont Circle Rowhouse.This upscale 3-bedroom, 3-bath historic rowhouse in Dupont Circle is close to everything and will be the ultimate urban oasis for the young professional who desires the relaxing atmosphere of a modern, spacious, house with an enviable front yard/patio and the convenience of being smack dab in the middle of all DC has to offer. Hardwood floors throughout, high ceilings and the natural light during the day is inspiring.The NeighborhoodIt’s PHENOMENAL! Dupont Metro (20th & Q) is 3.5 blocks, U St Metro (13th & U) is 6 blocks, and you’ll be surrounded by restaurants, shopping, entertainment/nightlife throughout the adjacent U Street Corridor, Logan Circle and Adams-Morgan neighborhoods. The bus also stops right at the corner (18th & S). You won't need a car if you're staying here, but there is ample street parking available.The OwnerI am a former military officer and worked in medical device sales for 10 years. Now I’m building a new business in renewable energy and I frequently work from home. My girlfriend is usually around on the weekends too and the house is plenty big for everyone’s privacy. I’m fairly easy going and only want to share my home with someone who is professional, respectful, and easy to get along with.Pets/SmokingSorry, no pets and absolutely no smoking in the house. I love your dog/cat, I just prefer not to have them in my home. If you or your guests smoke, do it on the front patio and please clean up your/their butts.",38.91470090106089,154,1,Entire home/flat,-77.0417933013018
Real Bed,1,"This lovely private 1bed/1bath bedroom is on the top floor of a row house condo unit in Bloomingdale/Ledroit Park neighborhood and is available to rent during the Cherry Blossom Festival weekends for $200/night:-March 22-24-March 29-31 (Easter Weekend)-April 5-7 (Cherry Blossom 10 mile)-April 11-14 (last weekend of the Cherry Blossom Festival)(website hidden) The apartment is a 30 minute walk to the National Mall near the U.S. Capitol and a 10 minute walk to the Shaw Metro line (yellow/green). There is no private parking but street parking is usually never a problem in this neighborhood. There are also a number of bus lines that can get you downtown to Chinatown, the Mall, the Whitehouse, or if you would like one block over on First Street there is also a bike share in which you can pay for a daily rate to use the bikes in the city which are also great to get around D.C.The master bedroom has a full size bed and can sleep up to two people. There is a sofa in the living room (not a sleeper sofa) along with a TV with an antenna only and no cable. I will leave the information for the Wi-Fi and how to log into the Netflix if you would like to watch movies or Netflix instead of basic antenna cable. If you would like to sleep more people in the apartment there is a full blowup mattress in the front closet and spare sheets in the hallway for $20.00 per night for every person over 2 people. The kitchen has an electric range, microwave, and full fridge for you to use. (AC unitts not central air)",38.916376552813766,131,1,Private room,-77.01293699336789
Real Bed,2,"The Main Bedroom in my rowhouse will be available for 2 people (negotiable for up to 5 for extra cash pp) 2-5 days (also negotiable) for the Presidential Inauguration. The house has just been purchased and most everything is brand new like the stainless steel appliances, granite counters and the 55"" Smart TV. We have every channel, including movie channels, plus wireless internet. You are welcome to use our fridge/coffee pot and all our kitchen utensils and gadgets. The Metro (Subway) is a 10-15 minute walk away. Even better yet, the bus is directly outside the house going right to the festivities (see pic) and costs $1.80 per trip. The metro is on the Green Line. It is 5 stops on one train to Archives metro station, which gets you .5 miles from the capital as well. We can talk about airport pick-up if you like. Send me any questions you have. -DeanPS- Room has a king bed and there is an adjacent room for storage and laundry. I will wash and use all new sheets. I can send a pic later but need to go to somewhere right now. just ask... Dean Blackley 712 Columbia Rd NW Washington, DC 20001",38.9289256640543,65,1,Private room,-77.0248756959331
Real Bed,1,"Hello! My loft apartment can be yours to celebrate Inauguration weekend! I live on the edge of North Dupont and the U Street corridor with a fantastic tree-lined view of Meridian Hill Park. Perfect for the festivities, I'm less than 2 miles from the White House and National Mall! There is great bus service right outside my building and the metro is just a short walk away. Visit all of the city's most exciting neighborhoods--fine dining in Dupont Circle, great shopping in Columbia Heights, and nightlife in Adams Morgan and U Street.24-hour concierge and security cameras throughout the building. Loft bedroom with quality double bed overlooks large living room with high ceilings. Fully equipped kitchen that includes a refrigerator, microwave, toaster oven, and keurig. Single bath with one towel per guest provided. Access to card-operated washer/dryer available. Cable and WiFi ready at no additional charge.",38.92041481539795,588,1,Entire home/flat,-77.03701744229834
Real Bed,1,"Offering a large bedroom with walk-in closet and private bathroom in a 3 story Adams Morgan rowhouse. You will be sharing the apartment (but not the room, its private) with two other young professionals in their late 20s.Apartment vitals:- Full kitchen and large living room with 12 ft. ceilings (all fully furnished)- DirectTV with surround sound- Rooftop patio on the 3rd floor - Washer/Dryer in Unit- Garaged parking available for additional feeLocation: The apartment is located in Adams Morgan/Kalorama neighborhood, less than two miles north of the White House- 2 minute walk to 42, 43, L2 bus lines, which will take you to within blocks of the White House- 5 minute walk to 18th Street in Adams Morgan (bars and restaurants)- 10 minute walk to Dupont Circle and Woodley Park Metro (Red Line) - 15 minute walk to Columbia Heights and U Street Metro (Green/Yellow Line)- Walking distance to several grocery stores, 7-11, and CVS",38.920658,85,1,Private room,-77.045555
Real Bed,1,"Private Suite in family home in the luxurious Gold Coast of Washington,DC Situated 5 minutes from the Silver Spring, MD downtown with shopping, movie theaters and the Fillmore live music venue, it is a perfect hub to connect and relax when roaming Washington. When visiting the Empire suite, one should expect a relaxing visit, beautiful sun on the patio and a very family friendly vibeThe Silver Spring Metro of the Red Line is ten minute walk away making it convenient to get in and around the city easily as well as several close bus lines. The Carter Baron outdoor concert venue, Rock Creek Park an outdoor ice skating rink and more are all within quick reach.This is the perfect nexus for entertainment and dining in the area.",38.99060276866423,59,1,Private room,-77.04550798304832
Real Bed,1,"Modern, quiet, comfortable, easy access to downtown, Chinatown, National Mall, Pentagon, Washington Reagan National Airport DCA.",38.91539958617836,98,1,Private room,-77.0138611287277
Real Bed,2,"I am a fun-loving, clean, respectful, hard-working professional female looking for the same in a roommate to share a 2 bdr/2 bth newly renovated condo with tons of natural light located on 1st and Randolph NW.The bedroom for rent is medium-sized with 2 large windows and a full closet. It is also fully furnished with a bed, set of drawers, and nightstand. The full bathroom is also bright with a Jacuzzi tub and shower.The condo décor is gorgeous, with hardwood throughout and a modern kitchen. There is also a washer and dryer in the unit, with central a/c and a cozy fireplace. Wireless internet, cable TV, land line telephone, and security intercom system. Centrally located and convenient to the best parts of downtown and mid-city -- Florida Avenue metro is a 10-minute walk; Howard University/Shaw metro is 7 blocks away; Union Station is also only 1 mile away. Near by attractions: Big Bear Coffee House, Rustic Tavern, Beau Thai, Public House and many others.Reliable bus service within one block. Washington, Children’s, Veterans, and Howard Hospitals are all within walking distance, as well as U street, Chinatown, and Capitol Hill areas.Rent is $1195 + shared utilities. Available immediately. Non-smoking, no pets.",38.91217783365344,65,1,Private room,-77.01262346158367
Real Bed,1,"One bedroom semi-furnished apartment. New bathroom, full kitchen, spacious bedroom. Easy walk or can ride to bars, restaurants and downtown. Photos are were take a few weeks ago before it was furnished.",38.9197330554448,75,1,Entire home/flat,-77.01468737754995
Real Bed,1,"Great 1 BR apartment, fully furnished with a modern flair. Light and airy, located in Northwest, Washington, DC. Cable, wifi and washer/dryer. Ideal location and within walking distance to Shaw/Howard Metro Station. Just 1 block from bus route to the Capitol and Union Station. We are the envy of most of our friends. You can expect a beautiful tree-lined block that boast crepe myrtles and an vivid display of perennials and annuals during the spring and summer. Our neighbors are very friendly and don't think twice about speaking to anyone that crosses their path. You will find some of the most interesting old architecture here. Bloomingdale/Ledroit Park has become one of Washington's most desirable places to live. We have a great sense of community and peaceful existence. Explore our ""village"" within a couple of blocks, and find yourself in the midst of good local cuisine, pubs, pizza, and organic foods, all within walking distance of your apartment. Stroll a little farther down the main corridor and you will have so much to choose from that you might be overwhelmed. Great restaurants for the most discriminating of palates, and the most vibrant nightlife on our famous U Street corridor that is second to none.No matter how short or long your stay will be with us, we're confident you will have a memorable and enjoyable visit.",38.91897417617569,98,1,Entire home/flat,-77.01235084461929
Real Bed,,"Leafy quiet 1 br in 2 br flat / shared bath, Mt. Pleasant next to Rock Creek Prk (Mt. Pleasant / Rock Creek). Behind Zoo. Walk to Mt. Pleasant St. and Cleveland Park or Columbia Heights. Double bed, closet, storage. Full shared kitchen. Walk to Zoo and Rock Creek Park.",38.92996258675493,65,1,Private room,-77.04429207152371
Real Bed,1,"Interested in staying in SW DCWhy? Good question!Its close the National Mall & L’Enfant metro-which has 4 of the 5 metro colors-can’t get that on too many other places.Here’s a brief list of facts about the place:- Location: On 6th & I St. SW-Arena State is at the end of the block-Easy access to 395 & 295- Room details: Private bedroom with walk-out to the balcony. Queen sized bed with pillow top, dresser, closet racks, TV, WiFi, and desk included.Your own private bathroom with tub.If you’d like more info and/or are interested in seeing the place, please feel free to email me at (email hidden)There is a Bank of America, Safeway, Zip car rental, Station 4 Restaurant, CVS, Subway sandwhich shop and a Starbucks on the next block. The apt is within walking distance of The Fisherman's Warf, local watering hole of Cantina Marina, & the National's Baseball Field.L'Enfant metro is 2 blocks away. With 3 buses that head up to Chinatown & Silver Spring.Garage parking is available for an additional fee.Perfect for someone looking to work on Capitol Hill, Metro Center, or Chinatown area. Other than the Mandarin Oriental at $400 to $700-a-night for a single room, there's no DC hotel that can equal this view (especially for the 4th of July fireworks).",38.87807602765128,163,1,Private room,-77.02155374368641
Real Bed,1,"One private bedroom available for stay. Guests will have private bedroom, which includes bed, sofa, desk, dresser, and closet space. Shared bathroom with myself and my girlfriend, who live in the other bedroom (we have a half bathroom attached to our bedroom, but the shower will be shared with us). Our apartment is gorgeous and VERY large (about 1100 sq ft!)! Stainless steel kitchen appliances, large open-style floor plan, and a sizable balcony that overlooks Nationals Stadium. In addition, we are directly across the street from the Waterfront Metro Station, making commuting extremely easy. Buses are prevalent, as well, and we are within walking distance of Navy Yard and many of the amenities of the National Mall.Southwest is a convenient location (it is minutes away from Chinatown, Downtown, Eastern Market, and many other great places), but maintains a quiet living style that is hard to find elsewhere in DC. Our apartment is steps away from a new Safeway, several restaurants and bars, a CVS pharmacy, as well as plenty of other amenities.My girlfriend and I are both teachers, and are generally very easy to get along with. Our dates are quite flexible with having guests - please include a description of yourself (what you do, age, general living habits, etc), when you request specific dates to stay at our place. PLEASE NOTE: We have two cats. They are very friendly and cute, but cat haters should look elsewhere :)",38.875143520646844,39,2,Private room,-77.01747845379046
Real Bed,3,"1 bedroom (queen) with pvt bath in renovated upper northwest house that is shared with the owner with full access to the common areas. Some of the amenities of the house includes high efficient appliances, washer/dryer, cable and wifi Internet, Outdoor patio and lounging areas. Close to shopping, food, and site-seeing, which is easily accessible by the metro (3 blocks/10 minute walk), bus and cab. You are minutes away from landmark attractions (The White Hose, Lincoln, Washington, and Martin Luther King Memorial, to name a few; and Smithsonian Museums, Dupont Circle, Adams Morgan, and Georgetown, for fine dining, outdoor markets, upscale and eclectic shopping. Neighborhood street parking with no restrictions (visitors pass provided). Well established, safe and quiet tree-lined street. Diverse neighborhood made up of retirees, professionals, to include teachers, medical, law enforcement officers, and gov't workers. Adult community with very few children. My home was built in 1915, and has been totally renovated with modern updates while maintaining some of the Federal Style Row house architectural integrity and charm that is characteristic of this era home. Please take a look at some the pictures that I posted, as I have made every attempt to capture the inside and outside living areas. Space is abundant and I'm sure you will feel very comfortable and at home. ""WELCOME TO MY HOME AWAY FROM HOME""",38.93861726953449,65,1,Private room,-77.01584155931917
Real Bed,1,"My apartment is a charming English basement studio apartment located in the heart of Capitol Hill in Washington, DC. It is part of a row house with a few other apartments. It's located five blocks away from the Capitol Building and the Library of Congress, easy walking distance to great bars and restaurants on Pennsylvania Avenue, 8th Street, and Eastern Market. Amenities include TV with cable, DVD player, free wifi, bathroom with shower, fully furnished full kitchen (including a coffee maker), and my own personal book and DVD library at your disposal for your stay! Bedding and towels would be provided, and access to a free washer/dryer is available. The closest Metro stop is the Capitol South Metro (Blue/Orange). This is a perfect space for a couple visiting the area who are looking for something more cozy and personal than a hotel room, and who would want to cook some of their own meals. Please contact me if interested!",38.884058423926724,114,1,Entire home/flat,-77.00254794057885
Real Bed,,"Luxury and Location! We are 5 blocks from the Capitol, 3 blocks from the Waterfront, 2 blocks from the metro...and even better, it is a safe, clean, and nice luxury apartment. The apartment includes a fully equipped kitchen, gym, conference room, business center, and free coffee/tea.Apartment Building Name: 909 at Capitol Yards",38.878637436411466,98,1,Entire home/flat,-77.00561570870815
Real Bed,1,"Welcome to a family friendly, light-filled 3-bedroom, 1 bath bungalow in the Petworth neighborhood of Washington, DC. Featuring an open, spacious kitchen, large dining room, and cozy living room to unwind in after a long day of sightseeing.Perfect for families coming to DC, the house is set up to accommodate infants, toddlers, and young ones in general with an art nook, outdoor/indoor play areas, cozy reading chairs, and security gates at the top of stairs. Upstairs you will find 3 bedrooms and a bathroom that features a wonderful claw foot tub, and a shower with serious water pressure. Bedroom #1 sleeps 2 in a Queen Bed. Bedroom #2 is configured as an office and can be set up with a Full sized Air Mattress, Bedroom #3 features a Full Bed and crib. Window a/c units and radiant heat. Gated, landscaped and shaded backyard with charcoal grill & playhouse. Perfect for your family vacation to Washington, DC. Within walking distance to kid-friendly park & recreation center.Chosen by RedFin as one of the ""DC Area's Hottest Neighborhoods for 2013"", The Petworth neighborhood is a vibrant place. You will be greeted by young families, single professionals, retired seniors, and everyone in between. Petworth boasts easy access to downtown, museums, and other NW DC neighborhoods. Bungalow in the City is a 10 minute walk to the Georgia Ave/ Petworth Metro stop located on the green line which also serves Columbia Heights, U Street, Washington Convention Center, Chinatown, and National Archives (a block from the mall). Or walk a few blocks, hop on one of the 3 bus lines nearby, and head downtown for shopping and museums, or 11th Street, Mount Pleasant, or Adams Morgan for vibrant nightlife. Capital Bikeshare also offers bicycle rentals on an hourly or daily basis.Within the neighborhood, walk to the community run farmers market on Fridays or find what you need at YES! Organic Market. Check out the independent vintage, resale, & antique stores nearby. Enjoy Eastern European cuisine at Domku. Grab some coffee from Qualia, or meet your greasy breakfast needs at Open Kitchen Diner. Follow it up with a tour of President Lincoln's Cottage at the Old Soldiers Home. Let the kids burn off some steam at the Petworth Recreation Center that features 2 playgrounds, basketball courts and a summer spray park, or take a break at the newly renovated Petworth Library. All within walking distance.",38.94195803134344,117,3,Entire home/flat,-77.01861067273637
Real Bed,1,"You will enjoy a carefree stay in Washington DC. The room is always cleaned and ready for your arrival.Large bedroom with queen size bed , dressor w/mirror 2 night stands small closet space free wi-fi to plan your next day adventures.Laundry is on the premises but only 2 blocks away from local laundry matt and store. Located in the petworth area close to 3 metro stations on the H8 or 60 bus route and free on street parking close to bldg.Amentaties: Microwave, Fridge, Coffee Maker, toaster and stove full access to food and beverages but u r welcomed to buy your own food and drinks too keep in fridge.House Rules: No pets allowedPlease plan to arrive between 7am and 10pm and let me know ASAP of your arrival time so that i may accomodate you.Departure: Departure time is by 11am but if you have a later flight just let me know so that i can accomodate you.",38.944641,65,1,Private room,-77.014305
Real Bed,1,1 Large room with queen size bed 2 night stands a long dresser with mirror little closet space and access to the kitchen and living room bathroom.Guest ae welcome to cook at anytme please jus clean up after oneself.There are 3 metro stations in the facinity or in walking distance but i am located on bus line also. There are small shops and local restraunts located nearby.The neighborhood is quiet and safe.,38.9450969178651,65,1,Private room,-77.0151902242393
Real Bed,1,"Available for rent is a well furnished 2 bedrooms,1.5 bathroom Condo. This is a bi-level apartment where the 2nd bedroom is the open loft looking downstairs . This is very high ceiling apartment with very sophisticated contemporary design. It's well furnished and you only need personal effects to move in. The building is located at the intersection of Missouri and Georgia In NW Washington DC. this will be a good location and ideal place for professionals that will like to have roommates and live in a well furnished upscale Apartment. Internet and cable ready. Utilities will be split or arrange otherwise. There is a huge rooftop that you can hang out on the 5th floor of the building. If you are going to stay for a longer period more than a month,the Utilities agreement can be revise and change based on the monthly usage. There is a living room area,Kitchen and a half bathroom on the first floor,This is a very nice and comfortable living location for a an upscale and responsible individual that can appreciate nice things. Great Location to catch a bus to downtown DC. Few minutes from Howard university and very close proximity to downtown silver spring. Easy access to Public Transportation,shopping,Restaurants, Amenities include all appliances,Hardwood floor,washer and dryer Central Air,Street parking and rooftop. The apartment is available right now. Please call (phone number hidden). I'm a male professional that hardly stay in this apartment. The most I will likely will be there will be 1 week in a month because I travel a lot. You will hardly feel my presence there and i will inform you in advance if i'm coming to town.. I will only consider very classy and responsible individual that will take care of my place and stuff. Short and long term. Also entire loft/apartment can be rented from 3 days to 1 month with only 1 occupancy. Rate will be based on daily/weekly all inclusive with utility. This will be a good place to stay for the July 4th weekend coming up",38.96157831887092,114,1,Private room,-77.02973604028958
Real Bed,490,"Private room in 3 bedroom house. Beautiful private renovated bath. On a quiet street convenient to bus and 2 Metro stops. Living room, dining room, kitchen and laundry. Off street parking, yard, and wifi. Owner has 2 small Pomeranians.",38.95090401293608,88,1,Private room,-77.0972106564176
